id,category,instruction,reference,baseline_prediction,baseline_rouge_l,baseline_bleu,lora_prediction,lora_rouge_l,lora_bleu,qlora_prediction,qlora_rouge_l,qlora_bleu,full_fine-tune_prediction,full_fine-tune_rouge_l,full_fine-tune_bleu,best_mode
65,open_qa,What are the names of the different scores you can shoot for each hole when golfing?,"The following are the names for different scores you can shoot on a golf hole:
- Hole-in-One: The hole was completed with only one shot.
- Albatross: The hole was completed in 3 shots less than par.
-","The names of the different scores you can shoot for each hole when golfing are:
- Par: The predicted number of strokes a skilled golfer should take to complete a hole or a round.
- Birdie: One stroke ",0.1988,0.0676,"The different scores you can shoot for each hole when golfing are: par, birdie, eagle, albatross, and hole-in-one. 

Par is the number of strokes a skilled golfer should be able to shoot for each hole",0.2364,0.0313,"The names of the different scores you can shoot for each hole when golfing are: par, birdie, eagle, albatross, and hole-in-one. A par is the score you are expected to shoot for each hole. A birdie is ",0.2500,0.0327,"The names of the different scores you can shoot for each hole when golfing are: par, birdie, eagle, albatross, and hole-in-one. Par is the number of strokes a professional golfer is expected to take t",0.2590,0.0347,Full Fine-Tune
66,open_qa,How can I improve my table tennis skills?,"To improve your table tennis skills, first you need to play more to build muscle memory. You can also watch videos online to learn specific techniques. And you can also consider taking some personal t","Improving your table tennis skills requires a combination of physical practice, mental preparation, and strategic training. Here are some tips to help you enhance your game:

1.  **Practice regularly*",0.1333,0.0100,"Table tennis is a sport that requires a combination of physical and mental skills. To improve your table tennis skills, you need to practice regularly and focus on developing your technique, strategy,",0.1762,0.0626,"Table tennis is a sport that requires a combination of physical and mental skills. To improve your table tennis skills, you should practice regularly and focus on developing your technique. Here are s",0.1776,0.0566,"Table tennis is a sport that requires a lot of practice to improve.  Here are some tips to improve your table tennis skills:
1. Practice regularly.  The more you practice, the better you will get.
2. ",0.1313,0.0392,QLoRA
67,open_qa,Walter Koenig played which part in the Star Trek series,Ensign Chekov,Walter Koenig played the part of Pavel Chekov in the Star Trek series. Pavel Chekov was a young Russian navigator who served on the USS Enterprise under the command of Captain James T. Kirk. He was a ,0.0132,0.0012,Walter Koenig played the part of Ensign Pavel Chekov in the Star Trek series. He was a Russian crew member on the USS Enterprise. He was a young officer who was eager to prove himself. He was a friend,0.0174,0.0009,Walter Koenig played the part of Ensign Chekov in the Star Trek series. He was a Russian crew member on the USS Enterprise. He was a young officer who was very eager to prove himself. He was a bit of ,0.0171,0.0016,Walter Koenig played the part of Ensign Chekov in the Star Trek series. He was a Russian navigator on the USS Enterprise. He was a close friend of Mr. Spock. He was a part of the original cast of the ,0.0189,0.0018,Full Fine-Tune
68,open_qa,What does AWS stand for?,AWS is an abbreviation for Amazon Web Services. AWS is a subsidiary of Amazon and delivers cloud computing services.,"AWS stands for Amazon Web Services. It is a comprehensive cloud computing platform provided by Amazon that includes a wide range of services for computing, storage, databases, analytics, machine learn",0.1023,0.0186,"AWS stands for Amazon Web Services.  It is a cloud computing platform that provides a wide range of services for computing, storage, databases, analytics, machine learning, and more.  AWS is a subsidi",0.1382,0.0345,"AWS stands for Amazon Web Services. It is a cloud computing platform that provides a wide range of services for computing, storage, networking, databases, analytics, machine learning, and more. AWS is",0.1339,0.0367,"AWS stands for Amazon Web Services.  It is a cloud computing platform that provides a wide range of services for computing, storage, databases, analytics, machine learning, and more.  AWS is a subsidi",0.1212,0.0315,LoRA
69,open_qa,In what year did the Pac-10 Become the Pac-12?,The Pac-10 became the Pac-12 in 2011 with the addition of Colorado and Utah.,"The Pac-10 became the Pac-12 in 2011.  The conference officially changed its name to the Pac-12 Conference on June 30, 2011.  The name change was made to reflect the addition of the University of Colo",0.1228,0.0307,The Pac-10 became the Pac-12 in 2011. The conference added the University of Colorado and the University of Utah to the conference. The name change was made to reflect the addition of the two new scho,0.1167,0.0312,The Pac-10 became the Pac-12 in 2011. The conference added the University of Colorado and the University of Utah to the conference. The conference was renamed the Pac-12 Conference. The conference was,0.1124,0.0284,"The Pac-10 became the Pac-12 in 2011. The conference added two new schools, the University of Colorado and the University of Utah. The name change was made to reflect the addition of the two new schoo",0.1223,0.0338,Full Fine-Tune
70,summarization,"Based on this information that I have shared about Abel Janszoon Tasman, can you summarize it for me?","Sure, here is summary about Abel Janszoon Tasman:

Abel Janszoon Tasman (Dutch: [ˈɑbəl ˈjɑnsoːn ˈtɑsmɑn]; 1603 – 10 October 1659) was a Dutch seafarer and explorer best known for his voyages of 1642 a",". The island was uninhabited at the time, and Tasman named it Mauritius after Prince Maurice of Nassau, the Dutch prince who had been the leader of the Dutch forces during the Eighty Years' War.

Tasm",0.1870,0.0467,". The island was uninhabited, and the crew spent several days hunting and collecting fresh water and food. The ships left on 17 September 1642.

Tasman sailed south and reached the coast of Tasmania o",0.1489,0.0102,". He anchored in the bay of Grand Port, where he found a few abandoned Dutch ships and a few native inhabitants. He named the island Mauritius after Prince Maurice of Nassau, the Dutch Stadtholder.

T",0.1605,0.0166,". The ships were in need of repair, and the crew was suffering from scurvy. The expedition spent 10 days in the harbour of the island, where they repaired the ships and replenished their supplies. The",0.1575,0.0114,QLoRA
71,summarization,Who is Oji Hiroi,"Oji Hiroi, born 8 February 1954), real name Teruhisa Hiroi, is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He also created the Far East of Eden and Sakura","Oji Hiroi is a Japanese author and video game developer. He is best known for creating the Far East of Eden and Sakura Wars role-playing video game franchises, as well as writing the Sakura Wars manga",0.2069,0.1040,"Oji Hiroi (広井 王子, Hiroi Ōji, born 8 February 1954), real name Teruhisa Hiroi (廣井 照久, Hiroi Teruhisa), is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He al",0.3852,0.1983,"Oji Hiroi (, Hiroi Ōji, born 8 February 1954), real name Teruhisa Hiroi (, Hiroi Teruhisa), is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He also created",0.3745,0.1934,"Oji Hiroi (広井 王子, Hiroi Ōji, born 8 February 1954), real name Teruhisa Hiroi (廣井 照久, Hiroi Teruhisa), is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He al",0.3821,0.1963,LoRA
72,summarization,"Please give me a short bulleted list of the key events that happened in Kobe Bryant’s early life in time order, from earliest to the latest.","- In August 1978, Kobe Bryant was born in Philadelphia. The name Kobe comes from the famous Japanese beef, Kobe.
- When Kobe was three years old, he started playing basketball.
- When Kobe was six, he","Here is a bulleted list of the key events in Kobe Bryant’s early life in time order:

* August 23, 1978: Kobe Bryant was born in Philadelphia.
* When Kobe was three: He started playing basketball.
* W",0.2784,0.0759,"Here is a bulleted list of the key events in Kobe Bryant’s early life in time order, from earliest to the latest:

- Kobe Bryant was born on August 23, 1978, in Philadelphia, the youngest of three chi",0.2667,0.0419,"Here is a bulleted list of the key events that happened in Kobe Bryant’s early life in time order, from earliest to the latest:

- Kobe Bryant was born on August 23, 1978, in Philadelphia, the younges",0.2667,0.0417,"- Kobe Bryant was born on August 23, 1978, in Philadelphia, Pennsylvania.
- When Kobe was six, his father retired from the NBA and moved his family to Rieti in Italy to continue playing professional b",0.2974,0.0903,Full Fine-Tune
73,summarization,Quel a été l'impact de la révolution française ?,"la révolution française a eu plusieurs impacts, sociaux et politiques. On doit à la révolution française la déclaration des droits de l'homme et du citoyen, ainsi que l'égalité des chances pour accéde","La Révolution française a eu un impact profond sur la politique, la société et les institutions de la France et de l'Europe. Elle a mis fin à l'Ancien Régime et a créé de nouvelles formes politiques, ",0.2281,0.0697,"La Révolution française a légué de toutes nouvelles formes politiques, notamment au travers de la Déclaration des droits de l'homme et du citoyen de 1789 qui proclame l'égalité des citoyens devant la ",0.2661,0.0881,"La Révolution française a légué de toutes nouvelles formes politiques, notamment au travers de la Déclaration des droits de l'homme et du citoyen de 1789 qui proclame l'égalité des citoyens devant la ",0.2661,0.0881,"La Révolution française a légué de toutes nouvelles formes politiques, notamment au travers de la Déclaration des droits de l'homme et du citoyen de 1789 qui proclame l'égalité des citoyens devant la ",0.2661,0.0881,LoRA
74,summarization,Please summarize the history of the development of Roche Percee based on this article,Roche Percee was originally explored in 1872 by the Boundary Commission before a small camp was built in the area in 1874 by the North-West Mounted Police. The area then grew further after the establi,"Here is a summary of the history of the development of Roche Percee:

Roche Percee began to develop in the late 19th century. In 1872, the Boundary Commission surveyed the area, and in 1874, the North",0.2491,0.0492,"The Boundary Commission travelled through this area in 1872 while surveying the border between Canada and the United States. During the 1874 March West trek of the North-West Mounted Police, the force",0.1976,0.0179,The Boundary Commission travelled through this area in 1872. The North-West Mounted Police established its first camp at this location in 1874. The community began being served by the Soo Line in 1893,0.2039,0.0169,"The area was first surveyed by the Boundary Commission in 1872. The North-West Mounted Police established their first camp in the area in 1874. The community was served by the Soo Line in 1893, which ",0.1992,0.0446,QLoRA
75,summarization,What is the movie True Spirit about?,"True Spirit, released by Netflix in February 2023, follows the journey of Jessica Watson and her journey to become the youngest sailor to circumnavigate the globe non-stop and unassisted. She receives",The movie True Spirit is about a 16-year-old girl named Jessica Watson who attempts to become the youngest person to circumnavigate the globe non-stop and unassisted in 2009. She faces numerous challe,0.2229,0.0888,True Spirit is a movie about a 16-year-old girl named Jessica Watson who dreams of becoming the youngest person to circumnavigate the globe non-stop and unassisted. She sets off on her journey from Sy,0.2202,0.0682,True Spirit is a movie about a 16-year-old girl who dreams of becoming the youngest person to circumnavigate the globe non-stop and unassisted. She must sail alone and not dock at any port along the w,0.2579,0.1009,True Spirit is a movie about a 16-year-old girl named Jessica Watson who dreams of becoming the youngest person to circumnavigate the globe non-stop and unassisted. She sets off on her journey from Sy,0.2202,0.0682,QLoRA
76,summarization,Please give me a list of qualities that make the Masters is golf's top tournament unique?,"As with the other majors, winning the Masters gives a golfer several privileges which make his career more secure. Masters champions are automatically invited to play in the other three majors (the U.","Here are the qualities that make the Masters unique:

1.  **Early Start to the Golf Season**: The Masters is the first major championship of the year, setting the tone for the golf season.
2.  **Consi",0.1228,0.0004,"The Masters is the first major championship of the year. Since 1948, its final round has been scheduled for the second Sunday of April, with several exceptions. The Masters has the smallest field of t",0.1391,0.0020,"The Masters is the first major championship of the year. Since 1948, its final round has been scheduled for the second Sunday of April, with several exceptions.

The Masters has the smallest field of ",0.1514,0.0019,"The Masters is the first major championship of the year. Since 1948, its final round has been scheduled for the second Sunday of April, with several exceptions. The Masters has the smallest field of t",0.1473,0.0021,QLoRA
77,summarization,Please write some key points on Booker prize from the given passage.,"1. The 2022 Booker Prize was a literary honour presented to the year's top English novel.
2. It was revealed on October 17, 2022, at a ceremony Sophie Duker presided over at London's Roundhouse.
3. On","Here are the key points about the Booker Prize from the passage:

* The 2022 Booker Prize was announced on 17 October 2022.
* The longlist was announced on 26 July 2022.
* The shortlist was announced ",0.3786,0.1657,"1. The 2022 Booker Prize was a literary award given for the best English novel of the year.
2. It was announced on 17 October 2022, during a ceremony hosted by Sophie Duker at the Roundhouse in London",0.5823,0.2812,"The 2022 Booker Prize was a literary award given for the best English novel of the year. It was announced on 17 October 2022, during a ceremony hosted by Sophie Duker at the Roundhouse in London. The ",0.4286,0.1770,"1. The 2022 Booker Prize was a literary award given for the best English novel of the year.
2. It was announced on 17 October 2022, during a ceremony hosted by Sophie Duker at the Roundhouse in London",0.4811,0.1928,LoRA
78,summarization,What principles does conversion rate optimization share with direct response marketing?,"They are both marketing approaches that emphasize tracking, testing, and on-going improvement. Direct response marketers also practice A/B split-testing, response tracking, and audience testing to opt","Conversion rate optimization shares the following principles with direct response marketing:

1.  **Tracking and measurement**: Both conversion rate optimization and direct response marketing emphasiz",0.1633,0.0040,"Conversion rate optimization shares many principles with direct response marketing – a marketing approach that emphasizes tracking, testing, and on-going improvement. Direct marketing was popularized ",0.2422,0.1035,"Conversion rate optimization shares many principles with direct response marketing – a marketing approach that emphasizes tracking, testing, and on-going improvement. Direct marketing was popularized ",0.2541,0.1065,"Conversion rate optimization shares many principles with direct response marketing – a marketing approach that emphasizes tracking, testing, and on-going improvement. Direct marketing was popularized ",0.2583,0.1091,Full Fine-Tune
79,summarization,What are major rivers in Serbia,"All rivers in Serbia belong to the drainage basins of three seas: Black Sea, Adriatic Sea or Aegean Sea.

The largest in area, Black Sea drainage basin, covers an area of 81,261 km2 or 92% of the terr","The major rivers in Serbia are:
- Danube
- Tisa
- Sava
- Velika Morava
- Drina
- White Drin
- Crni Kamen-Radika
- Lepenac
- Pčinja
- Dragovištica

### Note:
The major rivers in Serbia are those that b",0.2511,0.0827,"The major rivers in Serbia are Danube, Tisa, Sava, Velika Morava and Drina. They all belong to the Black Sea drainage basin. The Adriatic Sea drainage basin covers the western half of the Kosovo and M",0.7511,0.5556,"The largest in area, Black Sea drainage basin, covers an area of 81,261 km2 or 92% of the territory of Serbia. The entire basin is drained by only one river, the Danube, which flows into the Black Sea",0.7880,0.5938,"The major rivers in Serbia are Danube, Tisa, Sava, Velika Morava and Drina. They all belong to the Black Sea drainage basin. The Adriatic Sea drainage basin comprises the western half of the Kosovo an",0.7511,0.5556,QLoRA
